"OptionSet","Exploit","Refine","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T1,C0.1,Q0.5","0","NaN","All",1,0.34,1,0,0.06,0.5,1,0.047138,0.452123,0.452591,0.464238,0.488624
