"OptionSet","Exploit","Refine","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T1,C0.1,Q0.6","0","NaN","All",1,0.38,1,0,0.1,0.5,1,0.047138,0.519538,0.385176,0.303642,0.649219
