"OptionSet","Exploit","Refine","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T1,C0.1,Q0.4","0","NaN","All",1,0.26,1,0,0.18,0.333333,1,0.0943781,0.386035,0.523403,0.58943,0.316192
