"OptionSet","Exploit","Refine","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T0.7,C0.1,Q0.4","2.776E-17","7.246E-11","All",1,0.321606,0.576642,0,0.204308,0.355128,0.97094,0.13754,0.387987,0.525767,0.464945,0.147128
