"OptionSet","Exploit","Refine","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T0,C0.3,Q0.5","0","NaN","All",1,0.06,0.5,1,0.34,1,0.222222,0.787879,0.495637,0.440727,0,0
