"OptionSet","Exploit","Refine","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T0,C0.1,Q0.4","0","NaN","All",1,0.38,0.333333,0,0.22,0.333333,1,0.135292,0.404645,0.508884,0,0
