"OptionSet","Exploit","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T0.6,C0.3,Q0.4","0","All",1,0.160652,0.333333,0.499458,0.150093,0.785431,0.4266,0.685496,0.317976,0.587673,0.262214,0
