"OptionSet","Exploit","Refine","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T0.9,C0.1,Q0.6","0","NaN","All",1,0.34,1,0,0.22,0.333333,1,0.0664218,0.519259,0.387383,0.285685,0.646057
