"OptionSet","Exploit","Refine","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T0.7,C0.1,Q0.6","2.776E-17","2.46E-10","All",1,0.39,0.458333,0.0833333,0.3,0.333333,0.930931,0.185593,0.527799,0.39076,0.14121,0.482167
