"OptionSet","Exploit","Refine","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T0.6,C0.3,Q0.6","0","NaN","All",1,0.18,0.666667,0.444444,0.46,0.333333,0.888889,0.64973,0.576797,0.318122,0,0.271707
