"OptionSet","Exploit","Refine","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T0.1,C0.2,Q0.5","0","NaN","All",1,0.3,0.333333,0.111111,0.34,0.333333,0.888889,0.618304,0.453586,0.470074,0,0
