"OptionSet","Exploit","Refine","Filter","All","PMinValue","PSlope","PTruncationPortion","DMinValue","DSlope","DTruncationPortion","settleProportion","PWelfare","DWelfare","pPaysForDProportion","dPaysForPProportion"
"T0.3,C0.2,Q0.6","0","NaN","All",1,0.38,0.333333,0.111111,0.42,0.333333,0.888889,0.613203,0.529489,0.393151,0,0
