Model,TrialCost,FeeShiftingThreshold,Accuracy,PerCaseAccuracy,CostInclusiveAccuracy
A,0.0625,0.85,0.08375012000000001,0.1294332,0.1322708
A,0.0625,0.86,0.08532492000000001,0.1310084,0.1337832
A,0.0625,0.8699999999999999,0.08532492000000001,0.1310084,0.1337832
A,0.0625,0.8800000000000001,0.08406262,0.1299958,0.13334580000000001
A,0.0625,0.89,0.0845168,0.13045,0.133325
A,0.0625,0.9,0.0849043,0.1308374,0.1333376
A,0.0625,0.9099999999999999,0.0845293,0.1304622,0.1329626
A,0.0625,0.9200000000000002,0.0847417,0.13067499999999999,0.13292520000000002
A,0.0625,0.93,0.08416251999999999,0.1302208,0.13238319999999998
A,0.0625,0.9399999999999998,0.08467929999999999,0.1307372,0.1330876
A,0.0625,0.95,0.08422512,0.1302832,0.1324458
A,0.0625,0.96,0.0847418,0.1307998,0.1331502
A,0.0625,0.97,0.08488338,0.1309416,0.1337292
A,0.0625,0.9800000000000001,0.08432930000000001,0.1303872,0.1326748
A,0.0625,0.99,0.0847043,0.1307622,0.13348739999999998
A,0.0625,1,0.08460002,0.1306582,0.1333208
A,0.125,0,0.10361651999999999,0.1327832,0.14368340000000002
A,0.125,0.01,0.10281652000000001,0.1323832,0.1400584
A,0.125,0.02,0.10236651999999999,0.1315332,0.1386834
A,0.125,0.03,0.10361651999999999,0.1327832,0.14368340000000002
A,0.125,0.04,0.10191652000000002,0.1314832,0.14598339999999999
A,0.125,0.05,0.10236651999999999,0.1315332,0.1366834
A,0.125,0.06,0.10406652000000001,0.1336332,0.14325839999999998
A,0.125,0.07,0.10361651999999999,0.1327832,0.14368340000000002
A,0.125,0.08,0.10161651999999999,0.1307832,0.14168340000000001
A,0.125,0.09,0.10236651999999999,0.1315332,0.14618340000000002
A,0.125,0.1,0.10316652000000001,0.1327332,0.14348339999999998
A,0.125,0.11000000000000001,0.10361651999999999,0.1327832,0.14368340000000002
A,0.125,0.12,0.10236651999999999,0.1315332,0.1366834
A,0.125,0.13,0.10261651999999999,0.1317832,0.13693339999999998
A,0.125,0.14,0.10161651999999999,0.1307832,0.14168340000000001
A,0.125,0.15,0.10406652000000001,0.1336332,0.14325839999999998
A,0.125,0.16,0.10361651999999999,0.1327832,0.14368340000000002
A,0.125,0.17,0.10361651999999999,0.1327832,0.14368340000000002
A,0.125,0.18,0.10161652000000002,0.1307832,0.1414168
A,0.125,0.19,0.10361651999999999,0.1327832,0.14368340000000002
A,0.125,0.2,0.10361651999999999,0.1327832,0.14368340000000002
A,0.125,0.21000000000000002,0.09911652000000001,0.1330832,0.1403502
A,0.125,0.22000000000000003,0.10011652,0.1340832,0.13786679999999998
A,0.125,0.23000000000000004,0.10156652,0.13593320000000003,0.1459918
A,0.125,0.24,0.10111652,0.13508320000000001,0.14461680000000002
A,0.125,0.25,0.09861652000000001,0.13258319999999998,0.1421168
A,0.125,0.26,0.09911652,0.1330832,0.14261680000000002
A,0.125,0.27,0.10111652,0.13508320000000001,0.14461680000000002
A,0.125,0.28,0.09853332000000001,0.1324998,0.14051680000000003
A,0.125,0.29,0.10066652000000001,0.1362332,0.1452918
A,0.125,0.3,0.09906652,0.1365664,0.14609180000000002
A,0.125,0.31,0.09861652000000001,0.13571640000000001,0.1447168
A,0.125,0.32,0.09861652000000001,0.13571640000000001,0.1427168
A,0.125,0.33,0.09736651999999998,0.13446639999999999,0.1472168
A,0.125,0.34,0.09736651999999998,0.13446639999999999,0.1452168
A,0.125,0.35,0.09861652000000001,0.13571640000000001,0.1427168
A,0.125,0.36,0.09861652000000001,0.13571640000000001,0.1427168
A,0.125,0.37,0.09611652,0.13815,0.14650000000000002
A,0.125,0.38,0.09191652,0.13518360000000001,0.1483832
A,0.125,0.39,0.09361652000000001,0.13648359999999998,0.1460832
A,0.125,0.4,0.09261652000000001,0.13548359999999998,0.14883319999999997
A,0.125,0.41,0.09316652,0.1364336,0.14588320000000002
A,0.125,0.42000000000000004,0.09111651999999999,0.13398359999999998,0.14358320000000002
A,0.125,0.43,0.09361652000000001,0.13648359999999998,0.1440832
A,0.125,0.44000000000000006,0.08986651999999999,0.1371336,0.1403666
A,0.125,0.45,0.09156652,0.13923359999999999,0.14694159999999998
A,0.125,0.4600000000000001,0.08616652,0.1350336,0.144475
A,0.125,0.4699999999999999,0.08736652,0.1346336,0.13879999999999998
A,0.125,0.48,0.08611652,0.1333836,0.14129999999999998
A,0.125,0.49000000000000005,0.08861652,0.1358836,0.14579999999999999
A,0.125,0.5,0.08781652,0.13548359999999998,0.14967499999999997
A,0.125,0.51,0.08611651999999999,0.13681680000000002,0.1445334
A,0.125,0.52,0.08611651999999999,0.13681680000000002,0.1445334
A,0.125,0.53,0.08486651999999999,0.13781680000000002,0.1490834
A,0.125,0.54,0.08611651999999999,0.1390668,0.1485834
A,0.125,0.55,0.08361652,0.13656680000000002,0.14618340000000002
A,0.125,0.56,0.08111652,0.13406679999999999,0.1436834
A,0.125,0.57,0.07986652000000001,0.13525,0.1466334
A,0.125,0.58,0.07861652,0.13599999999999998,0.1434334
A,0.125,0.59,0.08111652,0.1385,0.1479334
A,0.125,0.6,0.07861652,0.13599999999999998,0.1454334
A,0.125,0.61,0.07986652000000001,0.13725,0.1409334
A,0.125,0.62,0.07986652000000001,0.13725,0.1504334
A,0.125,0.63,0.07636652,0.1355,0.1372334
A,0.125,0.64,0.07486652,0.1354336,0.1466666
A,0.125,0.65,0.0736332,0.1342002,0.1469166
A,0.125,0.66,0.07411651999999999,0.13468360000000001,0.1439
A,0.125,0.67,0.07486652,0.1354336,0.1466666
A,0.125,0.68,0.07486652,0.13693360000000002,0.1479666
A,0.125,0.69,0.07446652000000001,0.13653359999999998,0.1491916
A,0.125,0.7,0.07446652000000001,0.13653359999999998,0.13969159999999997
A,0.125,0.71,0.07138332,0.13395019999999996,0.1460082
A,0.125,0.72,0.0683668,0.13133319999999998,0.1411166
A,0.125,0.73,0.06898332,0.13280019999999998,0.1455166
A,0.125,0.74,0.07105,0.1348666,0.14210000000000003
A,0.125,0.75,0.07129985999999999,0.13481680000000001,0.142675
A,0.125,0.76,0.07238332,0.1362002,0.14343319999999998
A,0.125,0.77,0.07063332,0.13448339999999998,0.1465832
A,0.125,0.78,0.07194152000000001,0.1374918,0.1467166
A,0.125,0.79,0.06972500000000001,0.135275,0.14187500000000003
A,0.125,0.8,0.06838348000000001,0.13353320000000002,0.1428832
A,0.125,0.8100000000000002,0.0663918,0.1319416,0.1421164
A,0.125,0.82,0.068675,0.13382500000000003,0.1429248
A,0.125,0.8299999999999998,0.068825,0.13482500000000003,0.1437498
A,0.125,0.8400000000000001,0.06723348000000001,0.13373320000000002,0.1436582
A,0.125,0.85,0.06968347999999999,0.1356832,0.1441832
A,0.125,0.86,0.07000848,0.13600819999999997,0.14538320000000002
A,0.125,0.8699999999999999,0.06990848,0.1358082,0.1452082
A,0.125,0.8800000000000001,0.07073347999999999,0.13713319999999998,0.1477832
A,0.125,0.89,0.06945848,0.1356082,0.1456332
A,0.125,0.9,0.07098348,0.13738319999999998,0.1480332
A,0.125,0.9099999999999999,0.06787512,0.134625,0.1441248
A,0.125,0.9200000000000002,0.0700168,0.1364166,0.1443164
A,0.125,0.93,0.069786948,0.1363452,0.1464736
A,0.125,0.9399999999999998,0.06881680000000001,0.1358166,0.14559160000000002
A,0.125,0.95,0.069786948,0.1363452,0.1467236
A,0.125,0.96,0.06975848,0.13590819999999998,0.1459332
A,0.125,0.97,0.06845011999999999,0.13495,0.1448248
A,0.125,0.9800000000000001,0.0683668,0.13511659999999998,0.1438914
A,0.125,0.99,0.069661948,0.13622019999999999,0.1464736
A,0.125,1,0.06975848,0.13590819999999998,0.1459332
A,0.25,0,0.08066651999999999,0.09976652,0.11880012
A,0.25,0.01,0.11150006000000001,0.1314998,0.14926679999999998
A,0.25,0.02,0.10625006,0.1262498,0.1365168
A,0.25,0.03,0.09850012,0.11303319999999999,0.13263326
A,0.25,0.04,0.10650012,0.12533319999999998,0.1407
A,0.25,0.05,0.11150006000000001,0.1314998,0.1556668
A,0.25,0.06,0.11150006000000001,0.1314998,0.15960000000000002
A,0.25,0.07,0.09858326,0.11871646,0.13775006000000004
A,0.25,0.08,0.1165,0.1376664,0.16176680000000002
A,0.25,0.09,0.10650012,0.12533319999999998,0.1471
A,0.25,0.1,0.09858325999999999,0.11871646,0.14921686
A,0.25,0.11000000000000001,0.09858326,0.11871646,0.13775006000000004
A,0.25,0.12,0.11150006000000001,0.1314998,0.1556668
A,0.25,0.13,0.11150006000000001,0.1314998,0.1532
A,0.25,0.14,0.1165,0.1376664,0.16176680000000002
A,0.25,0.15,0.11150006000000001,0.1314998,0.1532
A,0.25,0.16,0.1165,0.1376664,0.1681668
A,0.25,0.17,0.11150006000000001,0.1314998,0.15960000000000002
A,0.25,0.18,0.10158326,0.12171645999999998,0.13575006000000003
A,0.25,0.19,0.11950000000000001,0.1406664,0.1661668
A,0.25,0.2,0.11750006000000002,0.1374998,0.16166680000000003
A,0.25,0.21000000000000002,0.10150012,0.1301332,0.1416332
A,0.25,0.22000000000000003,0.09850006,0.1239998,0.14853326
A,0.25,0.23000000000000004,0.09445,0.1241498,0.14815
A,0.25,0.24,0.10650006000000001,0.1362998,0.1541332
A,0.25,0.25,0.09145,0.1211498,0.14015000000000002
A,0.25,0.26,0.10150012,0.1301332,0.1416332
A,0.25,0.27,0.10650006000000001,0.1362998,0.1502
A,0.25,0.28,0.10150006,0.1269998,0.13253326
A,0.25,0.29,0.10125006,0.1310498,0.15284999999999999
A,0.25,0.3,0.09191665999999998,0.12985,0.1420168
A,0.25,0.31,0.10150006,0.13943339999999999,0.1503
A,0.25,0.32,0.1065,0.1456,0.1692
A,0.25,0.33,0.08233325999999999,0.1202666,0.13493360000000001
A,0.25,0.34,0.09750006,0.14553339999999998,0.16465
A,0.25,0.35,0.10150006,0.13943339999999999,0.15423320000000001
A,0.25,0.36,0.0916666,0.1307666,0.1544336
A,0.25,0.37,0.09650012,0.1443668,0.1593332
A,0.25,0.38,0.08883337999999999,0.1428668,0.1617332
A,0.25,0.39,0.09650012000000001,0.1505336,0.1718332
A,0.25,0.4,0.09450011999999999,0.1473668,0.1712664
A,0.25,0.41,0.09650012000000001,0.1505336,0.1654332
A,0.25,0.42000000000000004,0.09150012,0.1443668,0.1529332
A,0.25,0.43,0.09650012000000001,0.1505336,0.1654332
A,0.25,0.44000000000000006,0.07670012000000001,0.1378,0.14719980000000002
A,0.25,0.45,0.07883338,0.1411,0.14583320000000002
A,0.25,0.4600000000000001,0.07650011999999999,0.13946640000000002,0.15229980000000004
A,0.25,0.4699999999999999,0.08450012,0.1486332,0.15639980000000003
A,0.25,0.48,0.07670012000000001,0.14083320000000002,0.1560666
A,0.25,0.49000000000000005,0.08650011999999999,0.1518,0.17336659999999998
A,0.25,0.5,0.08150012,0.14563320000000002,0.16479980000000002
A,0.25,0.51,0.06683348,0.1398,0.1470666
A,0.25,0.52,0.08150012,0.1551332,0.1742
A,0.25,0.53,0.05673342,0.137,0.15281660000000002
A,0.25,0.54,0.07331679999999999,0.15391660000000001,0.16266660000000002
A,0.25,0.55,0.0683168,0.1491166,0.1617334
A,0.25,0.56,0.05148342,0.13145,0.14993340000000002
A,0.25,0.57,0.06465012,0.15248319999999999,0.16626674
A,0.25,0.58,0.05570012,0.1465,0.15846674
A,0.25,0.59,0.052200060000000006,0.1425332,0.15746679999999996
A,0.25,0.6,0.07070012,0.1615664,0.1771668
A,0.25,0.61,0.051233379999999995,0.1415668,0.16213354
A,0.25,0.62,0.05370012,0.1455,0.15976674
A,0.25,0.63,0.05281663999999999,0.15025000000000002,0.17198339999999998
A,0.25,0.64,0.04028332,0.1373168,0.15689985999999997
A,0.25,0.65,0.044233391999999996,0.1464334,0.16376666
A,0.25,0.66,0.053950054000000004,0.15098340000000002,0.17668314
A,0.25,0.67,0.044233391999999996,0.1464334,0.16876645999999998
A,0.25,0.68,0.050116646,0.1553168,0.1763998
A,0.25,0.69,0.050616646,0.1558168,0.1732998
A,0.25,0.7,0.047183392000000005,0.1523834,0.1752164
A,0.25,0.71,0.02316668,0.12296672,0.13623326
A,0.25,0.72,0.024233354,0.12603332,0.13930006
A,0.25,0.73,0.015983348,0.12138332,0.13826666
A,0.25,0.74,0.016433348,0.12043332,0.13065006
A,0.25,0.75,0.023033354,0.12883332,0.14535006
A,0.25,0.76,0.013633348,0.12416652000000002,0.14438326
A,0.25,0.77,0.02308336,0.12494992,0.13171666
A,0.25,0.78,0.01858336,0.12018332000000001,0.13050006
A,0.25,0.79,0.015483360000000002,0.11995012000000001,0.13481666
A,0.25,0.8,0.012583348,0.12125011999999999,0.14479992
A,0.25,0.8100000000000002,0.013166674,0.11880012,0.13521666
A,0.25,0.82,0.010333341999999999,0.12206671999999999,0.14454992
A,0.25,0.8299999999999998,0.014366668000000003,0.12726672,0.14013325999999998
A,0.25,0.8400000000000001,0.009516662000000009,0.12071672,0.14579985999999998
A,0.25,0.85,0.011083342,0.12285000000000001,0.13231672
A,0.25,0.86,0.015183348000000003,0.13541679999999998,0.15988326
A,0.25,0.8699999999999999,0.012333348000000011,0.12353340000000002,0.12983332
A,0.25,0.8800000000000001,0.008283348000000001,0.12241671999999999,0.13248332000000002
A,0.25,0.89,0.0072333480000000006,0.11783331999999999,0.13206672
A,0.25,0.9,0.014433348000000002,0.1311334,0.13593332
A,0.25,0.9099999999999999,0.007283348,0.11788331999999999,0.13261672
A,0.25,0.9200000000000002,0.007283348,0.11788331999999999,0.13261672
A,0.25,0.93,0.017383348,0.13385008,0.15121666
A,0.25,0.9399999999999998,0.0070333480000000104,0.11353332000000001,0.12676672
A,0.25,0.95,0.018983348,0.13685007999999999,0.15421666
A,0.25,0.96,0.007283348,0.11788331999999999,0.12961671999999996
A,0.25,0.97,0.022683348,0.13804993999999998,0.1563334
A,0.25,0.9800000000000001,0.016383348,0.12931668000000002,0.14388346000000002
A,0.25,0.99,0.013433348000000001,0.12660000000000002,0.13656672
A,0.25,1,0.011833348000000002,0.1236,0.13006672
A,0.5,0,0.11000006,0.11000006,0.11000006
A,0.5,0.01,0.10999993999999999,0.10999993999999999,0.10999993999999999
A,0.5,0.02,0.11866686,0.11970006,0.12866686
A,0.5,0.03,0.13,0.13,0.13
A,0.5,0.04,0.10999993999999999,0.10999993999999999,0.10999993999999999
A,0.5,0.05,0.1386668,0.1397,0.1486668
A,0.5,0.06,0.10999993999999999,0.10999993999999999,0.10999993999999999
A,0.5,0.07,0.13,0.13,0.13
A,0.5,0.08,0.13,0.13,0.13
A,0.5,0.09,0.10999993999999999,0.10999993999999999,0.10999993999999999
A,0.5,0.1,0.1386668,0.1397,0.1486668
A,0.5,0.11000000000000001,0.11000006,0.11000006,0.11000006
A,0.5,0.12,0.11000006,0.11000006,0.11000006
A,0.5,0.13,0.10999993999999999,0.10999993999999999,0.10999993999999999
A,0.5,0.14,0.13,0.13,0.13
