Model,TrialCost,FeeShiftingThreshold,Accuracy,PerCaseAccuracy,CostInclusiveAccuracy
A,0,0,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.01,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.02,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.03,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.04,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.05,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.06,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.07,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.08,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.09,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.1,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.11000000000000001,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.12,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.13,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.14,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.15,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.16,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.17,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.18,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.19,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.2,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.21000000000000002,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.22000000000000003,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.23000000000000004,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.24,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.25,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.26,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.27,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.28,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.29,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.3,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.31,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.32,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.33,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.34,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.35,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.36,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.37,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.38,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.39,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.4,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.41,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.42000000000000004,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.43,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.44000000000000006,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.45,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.4600000000000001,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.4699999999999999,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.48,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.49000000000000005,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.5,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.51,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.52,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.53,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.54,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.55,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.56,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.57,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.58,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.59,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.6,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.61,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.62,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.63,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.64,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.65,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.66,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.67,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.68,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.69,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.7,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.71,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.72,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.73,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.74,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.75,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.76,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.77,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.78,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.79,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.8,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.8100000000000002,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.82,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.8299999999999998,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.8400000000000001,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.85,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.86,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.8699999999999999,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.8800000000000001,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.89,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.9,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.9099999999999999,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.9200000000000002,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.93,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.9399999999999998,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.95,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.96,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.97,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.9800000000000001,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,0.99,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0,1,0.10000012000000003,0.12956640000000003,0.12956640000000003
A,0.0625,0,0.10116652000000001,0.1307332,0.13365
A,0.0625,0.01,0.10146652,0.13103320000000002,0.133325
A,0.0625,0.02,0.10116652000000001,0.1307332,0.13365
A,0.0625,0.03,0.10136652000000002,0.1309332,0.133475
A,0.0625,0.04,0.10136652000000002,0.1309332,0.13422499999999998
A,0.0625,0.05,0.10136652000000002,0.1309332,0.133475
A,0.0625,0.06,0.10116652000000001,0.1307332,0.13365
A,0.0625,0.07,0.10156652000000002,0.1311332,0.13405
A,0.0625,0.08,0.10058332,0.1301498,0.1336916
A,0.0625,0.09,0.10043332,0.1299998,0.1329166
A,0.0625,0.1,0.10126652,0.1308332,0.13385
A,0.0625,0.11000000000000001,0.10136652000000002,0.1309332,0.13422499999999998
A,0.0625,0.12,0.10058332,0.1301498,0.1324416
A,0.0625,0.13,0.10058332,0.1301498,0.1324416
A,0.0625,0.14,0.10058332,0.1301498,0.1336916
A,0.0625,0.15,0.10116652000000001,0.1307332,0.13365
A,0.0625,0.16,0.10116652000000001,0.1307332,0.13365
A,0.0625,0.17,0.10126652,0.1308332,0.1335
A,0.0625,0.18,0.10078332000000001,0.13034980000000002,0.1335166
A,0.0625,0.19,0.10058332,0.1301498,0.1324416
A,0.0625,0.2,0.10098332000000002,0.1305498,0.1328416
A,0.0625,0.21000000000000002,0.09953332000000001,0.1313998,0.13371660000000002
A,0.0625,0.22000000000000003,0.09953332000000001,0.1313998,0.13371660000000002
A,0.0625,0.23000000000000004,0.10011652,0.13198320000000002,0.134175
A,0.0625,0.24,0.09943332,0.13129980000000002,0.1345916
A,0.0625,0.25,0.10011652,0.13198320000000002,0.13492500000000002
A,0.0625,0.26,0.09933332,0.1311998,0.13314160000000003
A,0.0625,0.27,0.10031652000000002,0.1321832,0.13475
A,0.0625,0.28,0.09991652,0.13178320000000002,0.13435000000000002
A,0.0625,0.29,0.09991652,0.13178320000000002,0.13435000000000002
A,0.0625,0.3,0.09770012000000002,0.13066640000000002,0.13287500000000002
A,0.0625,0.31,0.09866652000000001,0.1316332,0.13421660000000002
A,0.0625,0.32,0.09808332,0.1310498,0.13300839999999997
A,0.0625,0.33,0.09866652000000001,0.1316332,0.13421660000000002
A,0.0625,0.34,0.09765012000000002,0.1306164,0.133575
A,0.0625,0.35,0.09886652000000001,0.1318332,0.13404159999999998
A,0.0625,0.36,0.09780012,0.1307664,0.132725
A,0.0625,0.37,0.09761652000000001,0.1330168,0.13504999999999998
A,0.0625,0.38,0.09636651999999998,0.1318168,0.1349418
A,0.0625,0.39,0.09500012,0.13045,0.1332
A,0.0625,0.4,0.09558332,0.13103340000000002,0.1331584
A,0.0625,0.41,0.09616651999999999,0.1316168,0.1343668
A,0.0625,0.42000000000000004,0.09553331999999999,0.1309834,0.13360840000000002
A,0.0625,0.43,0.09616651999999999,0.1316168,0.1343668
A,0.0625,0.44000000000000006,0.09395012,0.1313832,0.1337416
A,0.0625,0.45,0.09491651999999999,0.13235000000000002,0.13508340000000002
A,0.0625,0.4600000000000001,0.09328331999999999,0.13071660000000002,0.13244999999999998
A,0.0625,0.4699999999999999,0.09366652,0.1311,0.1338334
A,0.0625,0.48,0.09376651999999999,0.1312,0.1340334
A,0.0625,0.49000000000000005,0.09250011999999999,0.12993320000000003,0.1326666
A,0.0625,0.5,0.09366652,0.1311,0.1338334
A,0.0625,0.51,0.09261652000000001,0.1315332,0.13464179999999998
A,0.0625,0.52,0.09158332,0.1304998,0.1334834
A,0.0625,0.53,0.09251651999999999,0.13255820000000001,0.1350168
A,0.0625,0.54,0.09183332000000002,0.13187480000000001,0.13395839999999998
A,0.0625,0.55,0.09136652000000003,0.1314082,0.1337418
A,0.0625,0.56,0.09116652000000003,0.13120820000000002,0.1339168
A,0.0625,0.57,0.08933332000000002,0.1303584,0.1336918
A,0.0625,0.58,0.08991652000000001,0.13194180000000003,0.1346252
A,0.0625,0.59,0.08973332,0.1317584,0.1338168
A,0.0625,0.6,0.08925012,0.131275,0.13405840000000002
A,0.0625,0.61,0.08963331999999999,0.1316584,0.13419180000000003
A,0.0625,0.62,0.09011652,0.1321418,0.13520020000000002
A,0.0625,0.63,0.08828332000000001,0.1311834,0.13484179999999998
A,0.0625,0.64,0.08741652000000001,0.1308,0.13348339999999997
A,0.0625,0.65,0.08703332000000001,0.1304166,0.13335
A,0.0625,0.66,0.08678332000000001,0.1301666,0.132725
A,0.0625,0.67,0.08723332000000002,0.1306166,0.13392500000000002
A,0.0625,0.68,0.08781652000000001,0.13195,0.13460840000000002
A,0.0625,0.69,0.08824152,0.1323752,0.1354084
A,0.0625,0.7,0.08755832,0.1316916,0.133825
A,0.0625,0.71,0.08503332000000001,0.1292166,0.132675
A,0.0625,0.72,0.08558332,0.1297666,0.131975
A,0.0625,0.73,0.08636652000000002,0.13117499999999999,0.13360840000000002
A,0.0625,0.74,0.08553332000000001,0.1303416,0.132525
A,0.0625,0.75,0.08646652,0.131275,0.1338084
A,0.0625,0.76,0.08696652,0.131775,0.1347084
A,0.0625,0.77,0.08619152000000002,0.131,0.133825
A,0.0625,0.78,0.08560832,0.1309166,0.13309160000000003
A,0.0625,0.79,0.08616652000000001,0.131475,0.134275
A,0.0625,0.8,0.08473332,0.1300416,0.13221660000000002
A,0.0625,0.8100000000000002,0.08511652,0.130425,0.1336
A,0.0625,0.82,0.08520831999999999,0.1305168,0.1339416
A,0.0625,0.8299999999999998,0.08569152,0.1313752,0.13450020000000001
A,0.0625,0.8400000000000001,0.08433332,0.13001659999999998,0.1325418
