"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","All",1,0,1,0.499995,1,1,1,1,0.555143,0.434861,,,0.699934,,,,,0.0167629,0.0321905,0.251076,0.499576,10.4669,9.46734,1000.08,999.43,0.065746,0.150675,0.140511,0.291186,0.0995645,0.0991518,0,0,0.699934,0.488833,0.0167812,0.0322087,3.64451E-05,0.499994,0,7.5023E-06,1,1,0,0,0.699934,0.0167629,0.0321905,0.125644,0.125431
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","DisputeArises",1,0,1,0.499995,1,1,1,1,0.555143,0.434861,,,0.699934,,,,,0.0167629,0.0321905,0.251076,0.499576,10.4669,9.46734,1000.08,999.43,0.065746,0.150675,0.140511,0.291186,0.0995645,0.0991518,0,0,0.699934,0.488833,0.0167812,0.0322087,3.64451E-05,0.499994,0,7.5023E-06,1,1,0,0,0.699934,0.0167629,0.0321905,0.125644,0.125431
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PFiles",1,0,1,0.499995,1,1,1,1,0.555143,0.434861,,,0.699934,,,,,0.0167629,0.0321905,0.251076,0.499576,10.4669,9.46734,1000.08,999.43,0.065746,0.150675,0.140511,0.291186,0.0995645,0.0991518,0,0,0.699934,0.488833,0.0167812,0.0322087,3.64451E-05,0.499994,0,7.5023E-06,1,1,0,0,0.699934,0.0167629,0.0321905,0.125644,0.125431
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","DAnswers",1,0,1,0.499995,1,1,1,1,0.555143,0.434861,,,0.699934,,,,,0.0167629,0.0321905,0.251076,0.499576,10.4669,9.46734,1000.08,999.43,0.065746,0.150675,0.140511,0.291186,0.0995645,0.0991518,0,0,0.699934,0.488833,0.0167812,0.0322087,3.64451E-05,0.499994,0,7.5023E-06,1,1,0,0,0.699934,0.0167629,0.0321905,0.125644,0.125431
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Litigated",1,0,1,0.499995,1,1,1,1,0.555143,0.434861,,,0.699934,,,,,0.0167629,0.0321905,0.251076,0.499576,10.4669,9.46734,1000.08,999.43,0.065746,0.150675,0.140511,0.291186,0.0995645,0.0991518,0,0,0.699934,0.488833,0.0167812,0.0322087,3.64451E-05,0.499994,0,7.5023E-06,1,1,0,0,0.699934,0.0167629,0.0321905,0.125644,0.125431
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Settles",0.6999,0,0.699934,0.494197,1,1,1,1,0.44893,0.528735,,,1,,,,,0,0,0,,10.4701,9.49242,1000.09,999.522,0.0375,0.1294,0.132601,0.262,0.0676037,0.0719192,0,0,1,0.488833,0,0,0,0.492322,0,-0.385816,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Tried",0.2511,0,0.251076,0.499003,1,1,1,1,0.806074,0.198109,,,0,,,,,0,0,1,0.499576,10.4245,9.42546,1000.06,999.223,0.15,0.220786,0.18165,0.402437,0.192403,0.188054,0,0,0,,0,0,0,0.499623,0,1.1667,1,1,0,0,0,0,0,0.500424,0.499576
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PWins",0.1254,0,0.125431,0.643059,1,1,1,1,0.83977,0.235704,,,0,,,,,0,0,1,1,10.9625,8.8875,1000.16,998.46,0.15,0.41576,0.0261277,0.441888,0.38415,0.00097979,0,0,0,,0,0,0,0.69674,0,1.1967,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","DWins",0.1256,0,0.125644,0.355192,1,1,1,1,0.772434,0.160578,,,0,,,,,0,0,1,0,9.8875,9.9625,999.953,999.985,0.15,0.0261435,0.336909,0.363053,0.000980382,0.374812,0,0,0,,0,0,0,0.30284,0,1.13676,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Abandoned",0.049,0,0.0489899,0.587914,1,1,1,1,0.7866,0.307012,,,0,,,,,0.342172,0.657084,0,,10.6387,9.32379,1000.1,999.179,0.0375,0.0953291,0.0426818,0.138011,0.0803987,0.0326016,0,0,0,,0.342544,0.657456,0.000743931,0.611508,0,-0.466995,1,1,0,0,0,0.342172,0.657084,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Rounds1",1,0,0.999964,0.499999,1,1,1,1,0.555137,0.434865,,,0.69996,,,,,0.0167636,0.0321917,0.251085,0.499576,10.4669,9.46734,1000.08,999.43,0.0657471,0.150669,0.140509,0.291178,0.099556,0.0991485,0,0,0.69996,0.488833,0.0167636,0.0321917,0,0.499999,0,0.000126232,1,1,0,0,0.69996,0.0167636,0.0321917,0.125649,0.125436
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Truly Liable",0.5,0,0.499994,0.716723,1,1,1,1,0.750758,0.627384,,,0.689194,,,,,0.00304538,0.0568444,0.250889,0.696674,10.719,9.2153,1000.13,999.121,0.0657251,0.0207298,0.281025,0.301755,0.00223215,0.198306,0,0,0.689194,0.749412,0.00305858,0.0568576,2.63889E-05,1,0,1.15263E-05,1,1,0,0,0.689194,0.00304538,0.0568444,0.0761012,0.174788
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Truly Not Liable",0.5,0,0.500006,0.283273,1,1,1,1,0.359532,0.242343,,,0.710674,,,,,0.0304802,0.00753721,0.251262,0.302774,10.2149,9.71938,1000.04,999.739,0.065767,0.280618,0,0.280618,0.196894,0,0,0,0.710674,0.236135,0.0305034,0.00756046,4.6501E-05,0,0,3.4784E-06,1,1,0,0,0.710674,0.0304802,0.00753721,0.175187,0.0760757
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","AllCount",5430,0,5430,0.499995,5430,5430,5430,5430,0.555143,0.434861,,,3800.64,,,,,91.0228,174.794,1363.34,709.397,10.4669,9.46734,1000.08,999.43,0.065746,0.150675,0.140511,0.291186,0.0995645,0.0991518,0,0,3800.64,0.488833,91.1218,174.893,0.197897,2714.97,0,7.5023E-06,5430,5430,0,0,3800.64,91.0228,174.794,682.25,681.092
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Liability Strength1",0.2261,0,0.226114,0.1,1,1,1,1,0.204354,0.124397,,,0.822733,,,,,0.0527193,5.73089E-05,0.124471,0.0328966,10.0687,9.87981,1000.02,999.942,0.051503,0.115402,0.0372207,0.152623,0.0228992,0.0351482,0,0,0.822733,0.115025,0.0527292,6.7157E-05,1.96963E-05,0.0399657,0,-6.39492E-06,1,1,0,0,0.822733,0.0527193,5.73089E-05,0.120376,0.0040947
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Liability Strength2",0.1902,0,0.190224,0.3,1,1,1,1,0.336322,0.205202,,,0.669217,,,,,0.0220525,0.00132476,0.307333,0.169806,10.1336,9.79437,1000.03,999.836,0.072075,0.171779,0.146853,0.318632,0.0953634,0.139799,0,0,0.669217,0.184779,0.0220888,0.00136101,7.2504E-05,0.169489,0,4.91077E-06,1,1,0,0,0.669217,0.0220525,0.00132476,0.255146,0.0521872
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Liability Strength3",0.1673,0,0.167339,0.5,1,1,1,1,0.585156,0.404456,,,0.519431,,,,,0.00366224,0.0135297,0.463296,0.5,10.4525,9.45788,1000.08,999.399,0.0896208,0.284216,0.273752,0.557968,0.24341,0.244736,0,0,0.519431,0.485316,0.00370284,0.0135703,8.11882E-05,0.5,0,2.11357E-05,1,1,0,0,0.519431,0.00366224,0.0135297,0.231648,0.231648
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Liability Strength4",0.1902,0,0.19022,0.7,1,1,1,1,0.789232,0.646154,,,0.63246,,,,,0.000178569,0.049901,0.317439,0.830194,10.7939,9.13293,1000.14,999.004,0.0732119,0.172359,0.171201,0.343561,0.143199,0.0974916,0,0,0.63246,0.805043,0.000189597,0.049912,2.20565E-05,0.830511,0,1.64073E-05,1,1,0,0,0.63246,0.000178569,0.049901,0.0539031,0.263536
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","0.007026","0.9824","Liability Strength5",0.2261,0,0.226104,0.9,1,1,1,1,0.870892,0.783298,,,0.793329,,,,,2.93506E-06,0.0892039,0.117462,0.967103,10.8812,9.06807,1000.15,998.959,0.0507145,0.05112,0.114039,0.165159,0.0365985,0.022611,0,0,0.793329,0.88192,3.85938E-06,0.0892048,1.84865E-06,0.960034,0,5.99868E-06,1,1,0,0,0.793329,2.93506E-06,0.0892039,0.00386411,0.113598
