"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 1","0.007251","0.9958","All",1,0,1,0.499995,1,1,1,1,0.527743,0.474666,,,0.674219,,,,,0.0121862,0.0137915,0.299785,0.489446,10.4264,9.42364,1000.08,999.381,0.15,0.182179,0.168057,0.350237,0.115696,0.112493,0,0,0.674219,0.505873,0.0121955,0.0138008,1.85699E-05,0.499994,0,7.5023E-06,1,1,0,0,0.674219,0.0121862,0.0137915,0.153056,0.146729
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 1","0.007251","0.9958","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 1","0.007251","0.9958","DisputeArises",1,0,1,0.499995,1,1,1,1,0.527743,0.474666,,,0.674219,,,,,0.0121862,0.0137915,0.299785,0.489446,10.4264,9.42364,1000.08,999.381,0.15,0.182179,0.168057,0.350237,0.115696,0.112493,0,0,0.674219,0.505873,0.0121955,0.0138008,1.85699E-05,0.499994,0,7.5023E-06,1,1,0,0,0.674219,0.0121862,0.0137915,0.153056,0.146729
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 1","0.007251","0.9958","PFiles",1,0,1,0.499995,1,1,1,1,0.527743,0.474666,,,0.674219,,,,,0.0121862,0.0137915,0.299785,0.489446,10.4264,9.42364,1000.08,999.381,0.15,0.182179,0.168057,0.350237,0.115696,0.112493,0,0,0.674219,0.505873,0.0121955,0.0138008,1.85699E-05,0.499994,0,7.5023E-06,1,1,0,0,0.674219,0.0121862,0.0137915,0.153056,0.146729
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 1","0.007251","0.9958","DAnswers",1,0,1,0.499995,1,1,1,1,0.527743,0.474666,,,0.674219,,,,,0.0121862,0.0137915,0.299785,0.489446,10.4264,9.42364,1000.08,999.381,0.15,0.182179,0.168057,0.350237,0.115696,0.112493,0,0,0.674219,0.505873,0.0121955,0.0138008,1.85699E-05,0.499994,0,7.5023E-06,1,1,0,0,0.674219,0.0121862,0.0137915,0.153056,0.146729
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 1","0.007251","0.9958","Litigated",1,0,1,0.499995,1,1,1,1,0.527743,0.474666,,,0.674219,,,,,0.0121862,0.0137915,0.299785,0.489446,10.4264,9.42364,1000.08,999.381,0.15,0.182179,0.168057,0.350237,0.115696,0.112493,0,0,0.674219,0.505873,0.0121955,0.0138008,1.85699E-05,0.499994,0,7.5023E-06,1,1,0,0,0.674219,0.0121862,0.0137915,0.153056,0.146729
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 1","0.007251","0.9958","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 1","0.007251","0.9958","Settles",0.6742,0,0.674219,0.503781,1,1,1,1,0.444662,0.567084,,,1,,,,,0,0,0,,10.4309,9.41913,1000.09,999.45,0.15,0.1727,0.172079,0.344779,0.0901591,0.0887295,0,0,1,0.505873,0,0,0,0.504567,0,-0.473696,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 1","0.007251","0.9958","Tried",0.2998,0,0.299785,0.491729,1,1,1,1,0.696138,0.284754,,,0,,,,,0,0,1,0.489446,10.4137,9.43635,1000.05,999.239,0.15,0.206905,0.166688,0.373593,0.17561,0.171268,0,0,0,,0,0,0,0.489557,0,1.09749,1,1,0,0,0,0,0,0.510554,0.489446
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 1","0.007251","0.9958","PWins",0.1467,0,0.146729,0.663901,1,1,1,1,0.796831,0.378828,,,0,,,,,0,0,1,1,10.9625,8.8875,1000.16,998.46,0.15,0.394187,0.0269367,0.421124,0.357723,0.00101013,0,0,0,,0,0,0,0.718313,0,1.10777,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 1","0.007251","0.9958","DWins",0.1531,0,0.153056,0.326675,1,1,1,1,0.599609,0.194569,,,0,,,,,0,0,1,0,9.8875,9.9625,999.953,999.985,0.15,0.0273653,0.300662,0.328027,0.0010262,0.334486,0,0,0,,0,0,0,0.270258,0,1.08763,1,1,0,0,0,0,0,1,0
