"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.001597","0.983","All",1,0,1,0.499995,1,1,1,1,0.555769,0.451213,,,0.74962,,,,,0.00822708,0,0.242153,0.480922,10.3763,9.38056,1000.06,999.279,0.243161,0.20442,0.184768,0.389188,0.133348,0.129448,0,0,0.74962,0.509719,0.00822708,0,0,0.499994,0,7.5023E-06,1,1,0,0,0.74962,0.00822708,0,0.125696,0.116457
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.001597","0.983","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.001597","0.983","DisputeArises",1,0,1,0.499995,1,1,1,1,0.555769,0.451213,,,0.74962,,,,,0.00822708,0,0.242153,0.480922,10.3763,9.38056,1000.06,999.279,0.243161,0.20442,0.184768,0.389188,0.133348,0.129448,0,0,0.74962,0.509719,0.00822708,0,0,0.499994,0,7.5023E-06,1,1,0,0,0.74962,0.00822708,0,0.125696,0.116457
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.001597","0.983","PFiles",1,0,1,0.499995,1,1,1,1,0.555769,0.451213,,,0.74962,,,,,0.00822708,0,0.242153,0.480922,10.3763,9.38056,1000.06,999.279,0.243161,0.20442,0.184768,0.389188,0.133348,0.129448,0,0,0.74962,0.509719,0.00822708,0,0,0.499994,0,7.5023E-06,1,1,0,0,0.74962,0.00822708,0,0.125696,0.116457
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.001597","0.983","DAnswers",1,0,1,0.499995,1,1,1,1,0.555769,0.451213,,,0.74962,,,,,0.00822708,0,0.242153,0.480922,10.3763,9.38056,1000.06,999.279,0.243161,0.20442,0.184768,0.389188,0.133348,0.129448,0,0,0.74962,0.509719,0.00822708,0,0,0.499994,0,7.5023E-06,1,1,0,0,0.74962,0.00822708,0,0.125696,0.116457
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.001597","0.983","Litigated",1,0,1,0.499995,1,1,1,1,0.555769,0.451213,,,0.74962,,,,,0.00822708,0,0.242153,0.480922,10.3763,9.38056,1000.06,999.279,0.243161,0.20442,0.184768,0.389188,0.133348,0.129448,0,0,0.74962,0.509719,0.00822708,0,0,0.499994,0,7.5023E-06,1,1,0,0,0.74962,0.00822708,0,0.125696,0.116457
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.001597","0.983","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.001597","0.983","Settles",0.7496,0,0.74962,0.508625,1,1,1,1,0.47355,0.545888,,,1,,,,,0,0,0,,10.3972,9.37778,1000.08,999.35,0.225,0.178292,0.176739,0.355032,0.0975024,0.0965066,0,0,1,0.509719,0,0,0,0.510568,0,-0.3799,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.001597","0.983","Tried",0.2422,0,0.242153,0.484617,1,1,1,1,0.80839,0.169611,,,0,,,,,0,0,1,0.480922,10.3281,9.37194,1000.02,999.034,0.3,0.288773,0.212456,0.501229,0.248453,0.231987,0,0,0,,0,0,0,0.48115,0,1.19814,1,1,0,0,0,0,0,0.519078,0.480922
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.001597","0.983","PWins",0.1165,0,0.116457,0.630425,1,1,1,1,0.843503,0.19666,,,0,,,,,0,0,1,1,10.925,8.775,1000.16,998.024,0.3,0.543424,0.0511182,0.594542,0.51234,0.00383386,0,0,0,,0,0,0,0.681576,0,1.2691,1,1,0,0,0,0,0,0,1
