"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","All",1,0,1,0.499999,1,1,1,1,0.502917,0.497191,,,0.927823,,,,,0.0159919,0.0207997,0.019897,0.581756,10.4264,9.42061,1000.08,999.401,0.152985,0.158911,0.153289,0.3122,0.0897369,0.0864253,0,0,0.927823,0.498513,0.023736,0.0285438,0.0154882,0.5,0,-3.36759E-06,1,1,0,0,0.927823,0.0159919,0.0207997,0.00832186,0.0115753
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","DisputeArises",1,0,1,0.499999,1,1,1,1,0.502917,0.497191,,,0.927823,,,,,0.0159919,0.0207997,0.019897,0.581756,10.4264,9.42061,1000.08,999.401,0.152985,0.158911,0.153289,0.3122,0.0897369,0.0864253,0,0,0.927823,0.498513,0.023736,0.0285438,0.0154882,0.5,0,-3.36759E-06,1,1,0,0,0.927823,0.0159919,0.0207997,0.00832186,0.0115753
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","PFiles",1,0,1,0.499999,1,1,1,1,0.502917,0.497191,,,0.927823,,,,,0.0159919,0.0207997,0.019897,0.581756,10.4264,9.42061,1000.08,999.401,0.152985,0.158911,0.153289,0.3122,0.0897369,0.0864253,0,0,0.927823,0.498513,0.023736,0.0285438,0.0154882,0.5,0,-3.36759E-06,1,1,0,0,0.927823,0.0159919,0.0207997,0.00832186,0.0115753
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","DAnswers",1,0,1,0.499999,1,1,1,1,0.502917,0.497191,,,0.927823,,,,,0.0159919,0.0207997,0.019897,0.581756,10.4264,9.42061,1000.08,999.401,0.152985,0.158911,0.153289,0.3122,0.0897369,0.0864253,0,0,0.927823,0.498513,0.023736,0.0285438,0.0154882,0.5,0,-3.36759E-06,1,1,0,0,0.927823,0.0159919,0.0207997,0.00832186,0.0115753
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","Litigated",1,0,1,0.499999,1,1,1,1,0.502917,0.497191,,,0.927823,,,,,0.0159919,0.0207997,0.019897,0.581756,10.4264,9.42061,1000.08,999.401,0.152985,0.158911,0.153289,0.3122,0.0897369,0.0864253,0,0,0.927823,0.498513,0.023736,0.0285438,0.0154882,0.5,0,-3.36759E-06,1,1,0,0,0.927823,0.0159919,0.0207997,0.00832186,0.0115753
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","Settles",0.9278,0,0.927823,0.498607,1,1,1,1,0.489624,0.507402,,,1,,,,,0,0,0,,10.4235,9.42649,1000.08,999.424,0.15,0.14689,0.145775,0.292665,0.0739473,0.0734529,0,0,1,0.498513,0,0,0,0.497737,0,-0.0175412,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","Tried",0.0199,0,0.0198971,0.533685,1,1,1,1,0.708358,0.346568,,,0,,,,,0,0,1,0.581756,10.444,9.25598,1000.05,998.838,0.3,0.354196,0.246559,0.600756,0.328486,0.269566,0,0,0,,0,0,0,0.55468,0,0.352264,1,1,0,0,0,0,0,0.418244,0.581756
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","PWins",0.0116,0,0.0115753,0.59004,1,1,1,1,0.764937,0.384746,,,0,,,,,0,0,1,1,10.925,8.775,1000.16,998.024,0.3,0.577897,0.0485327,0.62643,0.562326,0.00363995,0,0,0,,0,0,0,0.647103,0,0.302836,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","DWins",0.0083,0,0.00832186,0.455297,1,1,1,1,0.629659,0.293464,,,0,,,,,0,0,1,0,9.775,9.925,999.894,999.97,0.3,0.0430406,0.522004,0.565044,0.00322804,0.639455,0,0,0,,0,0,0,0.426126,0,0.421015,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","Abandoned",0.0523,0,0.0522797,0.511893,1,1,1,1,0.660644,0.373291,,,0,,,,,0.305891,0.397853,0,,10.471,9.37902,1000.07,999.214,0.15,0.297922,0.251147,0.54907,0.279094,0.246948,0,0,0,,0.454019,0.545981,0.296256,0.519341,0,0.177177,1,1,0,0,0,0.305891,0.397853,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","Rounds1",0.9845,0,0.984512,0.499996,1,1,1,1,0.500975,0.498863,,,0.94242,,,,,0.0162435,0.0211269,0.02021,0.581756,10.4264,9.42054,1000.08,999.403,0.153032,0.156596,0.151174,0.30777,0.0865629,0.0832142,0,0,0.94242,0.498513,0.0162435,0.0211269,0,0.499993,0,3.13087E-05,1,1,0,0,0.94242,0.0162435,0.0211269,0.00845278,0.0117574
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.25,0.25","0.01281","0.8798","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
