"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","All",1,0,1,0.499999,1,1,1,1,0.501304,0.492423,,,0.676743,,,,,0.0685721,0.0916378,0.098408,0.500004,10.4278,9.40748,1000.08,999.404,0.164761,0.309383,0.284591,0.593974,0.234744,0.218854,0,0,0.676743,0.497941,0.100892,0.123957,0.0646389,0.499999,0,-5.093E-05,1,1,0,0,0.676743,0.0685721,0.0916378,0.0492036,0.0492044
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","DisputeArises",1,0,1,0.499999,1,1,1,1,0.501304,0.492423,,,0.676743,,,,,0.0685721,0.0916378,0.098408,0.500004,10.4278,9.40748,1000.08,999.404,0.164761,0.309383,0.284591,0.593974,0.234744,0.218854,0,0,0.676743,0.497941,0.100892,0.123957,0.0646389,0.499999,0,-5.093E-05,1,1,0,0,0.676743,0.0685721,0.0916378,0.0492036,0.0492044
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PFiles",1,0,1,0.499999,1,1,1,1,0.501304,0.492423,,,0.676743,,,,,0.0685721,0.0916378,0.098408,0.500004,10.4278,9.40748,1000.08,999.404,0.164761,0.309383,0.284591,0.593974,0.234744,0.218854,0,0,0.676743,0.497941,0.100892,0.123957,0.0646389,0.499999,0,-5.093E-05,1,1,0,0,0.676743,0.0685721,0.0916378,0.0492036,0.0492044
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","DAnswers",1,0,1,0.499999,1,1,1,1,0.501304,0.492423,,,0.676743,,,,,0.0685721,0.0916378,0.098408,0.500004,10.4278,9.40748,1000.08,999.404,0.164761,0.309383,0.284591,0.593974,0.234744,0.218854,0,0,0.676743,0.497941,0.100892,0.123957,0.0646389,0.499999,0,-5.093E-05,1,1,0,0,0.676743,0.0685721,0.0916378,0.0492036,0.0492044
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","Litigated",1,0,1,0.499999,1,1,1,1,0.501304,0.492423,,,0.676743,,,,,0.0685721,0.0916378,0.098408,0.500004,10.4278,9.40748,1000.08,999.404,0.164761,0.309383,0.284591,0.593974,0.234744,0.218854,0,0,0.676743,0.497941,0.100892,0.123957,0.0646389,0.499999,0,-5.093E-05,1,1,0,0,0.676743,0.0685721,0.0916378,0.0492036,0.0492044
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","Settles",0.6767,0,0.676743,0.50024,1,1,1,1,0.427849,0.568033,,,1,,,,,0,0,0,,10.4229,9.42706,1000.1,999.58,0.15,0.286041,0.288442,0.574483,0.17202,0.174529,0,0,1,0.497941,0,0,0,0.500297,0,-0.0116116,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","Tried",0.0984,0,0.0984079,0.500022,1,1,1,1,0.636298,0.324077,,,0,,,,,0,0,1,0.500004,10.35,9.34999,999.978,998.647,0.3,0.417129,0.31577,0.732899,0.472161,0.434184,0,0,0,,0,0,0,0.500028,0,0.176308,1,1,0,0,0,0,0,0.499996,0.500004
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PWins",0.0492,0,0.0492044,0.532921,1,1,1,1,0.636124,0.324048,,,0,,,,,0,0,1,1,11.075,8.625,1000.16,997.268,0.3,0.834251,0,0.834251,0.944315,0,0,0,0,,0,0,0,0.540749,0,0.175686,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","DWins",0.0492,0,0.0492036,0.467123,1,1,1,1,0.636472,0.324106,,,0,,,,,0,0,1,0,9.625,10.075,999.792,1000.03,0.3,0,0.631545,0.631545,0,0.868375,0,0,0,,0,0,0,0.459306,0,0.176931,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","Abandoned",0.2248,0,0.224849,0.499264,1,1,1,1,0.663304,0.338533,,,0,,,,,0.30497,0.407553,0,,10.4763,9.37371,1000.07,999.206,0.15,0.332481,0.259354,0.591835,0.319621,0.258018,0,0,0,,0.448708,0.551292,0.287477,0.499089,0,-0.0424418,1,1,0,0,0,0.30497,0.407553,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","Rounds1",0.9354,0,0.935361,0.500116,1,1,1,1,0.488925,0.502387,,,0.72351,,,,,0.0733108,0.0979705,0.105209,0.500004,10.4279,9.40627,1000.09,999.413,0.165781,0.309522,0.284473,0.593995,0.230724,0.213999,0,0,0.72351,0.497941,0.0733108,0.0979705,0,0.500143,0,0.0116543,1,1,0,0,0.72351,0.0733108,0.0979705,0.0526038,0.0526047
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 4,4","0.07991","0.9977","Truly Liable",0.5,0,0.499999,0.716725,1,1,1,1,0.501569,0.492781,,,0.677147,,,,,0.0676133,0.0924566,0.098414,0.540723,10.4348,9.40043,1000.09,999.392,0.164762,0.0293036,0.569183,0.598486,0.0081844,0.437708,0,0,0.677147,0.498459,0.0997981,0.124641,0.0643695,1,0,-5.36997E-05,1,1,0,0,0.677147,0.0676133,0.0924566,0.045199,0.0532145
