"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","0.01272","0.9213","All",1,0,1,0.499999,1,1,1,1,0.550146,0.454426,,,0.850078,,,,,0.0349281,0.0287472,0.07908,0.462442,10.4154,9.42269,1000.07,999.324,0.161862,0.166057,0.156787,0.322843,0.112162,0.109807,0,0,0.850078,0.504964,0.0385114,0.0323305,0.00716651,0.5,0,-3.36759E-06,1,1,0,0,0.850078,0.0349281,0.0287472,0.0425102,0.03657
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","0.01272","0.9213","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","0.01272","0.9213","DisputeArises",1,0,1,0.499999,1,1,1,1,0.550146,0.454426,,,0.850078,,,,,0.0349281,0.0287472,0.07908,0.462442,10.4154,9.42269,1000.07,999.324,0.161862,0.166057,0.156787,0.322843,0.112162,0.109807,0,0,0.850078,0.504964,0.0385114,0.0323305,0.00716651,0.5,0,-3.36759E-06,1,1,0,0,0.850078,0.0349281,0.0287472,0.0425102,0.03657
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","0.01272","0.9213","PFiles",1,0,1,0.499999,1,1,1,1,0.550146,0.454426,,,0.850078,,,,,0.0349281,0.0287472,0.07908,0.462442,10.4154,9.42269,1000.07,999.324,0.161862,0.166057,0.156787,0.322843,0.112162,0.109807,0,0,0.850078,0.504964,0.0385114,0.0323305,0.00716651,0.5,0,-3.36759E-06,1,1,0,0,0.850078,0.0349281,0.0287472,0.0425102,0.03657
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","0.01272","0.9213","DAnswers",1,0,1,0.499999,1,1,1,1,0.550146,0.454426,,,0.850078,,,,,0.0349281,0.0287472,0.07908,0.462442,10.4154,9.42269,1000.07,999.324,0.161862,0.166057,0.156787,0.322843,0.112162,0.109807,0,0,0.850078,0.504964,0.0385114,0.0323305,0.00716651,0.5,0,-3.36759E-06,1,1,0,0,0.850078,0.0349281,0.0287472,0.0425102,0.03657
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","0.01272","0.9213","Litigated",1,0,1,0.499999,1,1,1,1,0.550146,0.454426,,,0.850078,,,,,0.0349281,0.0287472,0.07908,0.462442,10.4154,9.42269,1000.07,999.324,0.161862,0.166057,0.156787,0.322843,0.112162,0.109807,0,0,0.850078,0.504964,0.0385114,0.0323305,0.00716651,0.5,0,-3.36759E-06,1,1,0,0,0.850078,0.0349281,0.0287472,0.0425102,0.03657
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","0.01272","0.9213","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","0.01272","0.9213","Settles",0.8501,0,0.850078,0.502776,1,1,1,1,0.499378,0.510549,,,1,,,,,0,0,0,,10.43,9.42004,1000.08,999.395,0.15,0.14082,0.141326,0.282146,0.0763129,0.07526,0,0,1,0.504964,0,0,0,0.504757,0,-0.0133009,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","0.01272","0.9213","Tried",0.0791,0,0.0790802,0.486145,1,1,1,1,0.842215,0.13483,,,0,,,,,0,0,1,0.462442,10.2899,9.41009,999.931,998.544,0.3,0.379714,0.268398,0.648111,0.419713,0.389176,0,0,0,,0,0,0,0.475929,0,0.107537,1,1,0,0,0,0,0,0.537558,0.462442
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","0.01272","0.9213","PWins",0.0366,0,0.03657,0.605964,1,1,1,1,0.896869,0.173277,,,0,,,,,0,0,1,1,11.15,8.55,1000.17,996.796,0.3,0.821106,0,0.821106,0.907601,0,0,0,0,,0,0,0,0.628894,0,0.112915,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","0.01272","0.9213","DWins",0.0425,0,0.0425102,0.383069,1,1,1,1,0.795199,0.101755,,,0,,,,,0,0,1,0,9.55,10.15,999.728,1000.05,0.3,0,0.49929,0.49929,0,0.723971,0,0,0,,0,0,0,0.344338,0,0.10291,1,1,0,0,0,0,0,1,0
