"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.05887","0.9968","All",1,0,1,0.499999,1,1,1,1,0.516369,0.484247,,,0.587988,,,,,0.0796996,0.073617,0.231315,0.500406,10.4517,9.45598,1000.09,999.474,0.0923486,0.275217,0.268716,0.543933,0.206935,0.208259,0,0,0.587988,0.501337,0.0933898,0.0873072,0.0273804,0.499999,0,-5.093E-05,1,1,0,0,0.587988,0.0796996,0.073617,0.115564,0.115751
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.05887","0.9968","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.05887","0.9968","DisputeArises",1,0,1,0.499999,1,1,1,1,0.516369,0.484247,,,0.587988,,,,,0.0796996,0.073617,0.231315,0.500406,10.4517,9.45598,1000.09,999.474,0.0923486,0.275217,0.268716,0.543933,0.206935,0.208259,0,0,0.587988,0.501337,0.0933898,0.0873072,0.0273804,0.499999,0,-5.093E-05,1,1,0,0,0.587988,0.0796996,0.073617,0.115564,0.115751
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.05887","0.9968","PFiles",1,0,1,0.499999,1,1,1,1,0.516369,0.484247,,,0.587988,,,,,0.0796996,0.073617,0.231315,0.500406,10.4517,9.45598,1000.09,999.474,0.0923486,0.275217,0.268716,0.543933,0.206935,0.208259,0,0,0.587988,0.501337,0.0933898,0.0873072,0.0273804,0.499999,0,-5.093E-05,1,1,0,0,0.587988,0.0796996,0.073617,0.115564,0.115751
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.05887","0.9968","DAnswers",1,0,1,0.499999,1,1,1,1,0.516369,0.484247,,,0.587988,,,,,0.0796996,0.073617,0.231315,0.500406,10.4517,9.45598,1000.09,999.474,0.0923486,0.275217,0.268716,0.543933,0.206935,0.208259,0,0,0.587988,0.501337,0.0933898,0.0873072,0.0273804,0.499999,0,-5.093E-05,1,1,0,0,0.587988,0.0796996,0.073617,0.115564,0.115751
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.05887","0.9968","Litigated",1,0,1,0.499999,1,1,1,1,0.516369,0.484247,,,0.587988,,,,,0.0796996,0.073617,0.231315,0.500406,10.4517,9.45598,1000.09,999.474,0.0923486,0.275217,0.268716,0.543933,0.206935,0.208259,0,0,0.587988,0.501337,0.0933898,0.0873072,0.0273804,0.499999,0,-5.093E-05,1,1,0,0,0.587988,0.0796996,0.073617,0.115564,0.115751
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.05887","0.9968","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.05887","0.9968","Settles",0.588,0,0.587988,0.500545,1,1,1,1,0.413265,0.589408,,,1,,,,,0,0,0,,10.4638,9.46116,1000.11,999.607,0.075,0.268709,0.268097,0.536806,0.158489,0.157395,0,0,1,0.501337,0,0,0,0.500674,0,-0.00442898,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.05887","0.9968","Tried",0.2313,0,0.231315,0.50216,1,1,1,1,0.656951,0.340638,,,0,,,,,0,0,1,0.500406,10.4254,9.42456,1000.06,999.222,0.15,0.294885,0.266934,0.561819,0.286634,0.286003,0,0,0,,0,0,0,0.502673,0,0.0454735,1,1,0,0,0,0,0,0.499594,0.500406
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 4,4","0.05887","0.9968","PWins",0.1158,0,0.115751,0.535025,1,1,1,1,0.656815,0.340538,,,0,,,,,0,0,1,1,10.9625,8.8875,1000.16,998.46,0.15,0.569146,0.0203758,0.589522,0.572048,0.000764092,0,0,0,,0,0,0,0.543354,0,0.0450419,1,1,0,0,0,0,0,0,1
