"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,2","0.05335","0.9958","All",1,0,1,0.5,1,1,1,1,0.513841,0.481465,,,0.617528,,,,,0.0638307,0.0625523,0.238932,0.504591,10.4533,9.45374,1000.09,999.487,0.0929199,0.257906,0.248111,0.506018,0.17941,0.177894,0,0,0.617528,0.498805,0.0724091,0.0711308,0.0171569,0.5,0,-3.9756E-06,1,1,0,0,0.617528,0.0638307,0.0625523,0.118369,0.120563
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,2","0.05335","0.9958","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,2","0.05335","0.9958","DisputeArises",1,0,1,0.5,1,1,1,1,0.513841,0.481465,,,0.617528,,,,,0.0638307,0.0625523,0.238932,0.504591,10.4533,9.45374,1000.09,999.487,0.0929199,0.257906,0.248111,0.506018,0.17941,0.177894,0,0,0.617528,0.498805,0.0724091,0.0711308,0.0171569,0.5,0,-3.9756E-06,1,1,0,0,0.617528,0.0638307,0.0625523,0.118369,0.120563
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,2","0.05335","0.9958","PFiles",1,0,1,0.5,1,1,1,1,0.513841,0.481465,,,0.617528,,,,,0.0638307,0.0625523,0.238932,0.504591,10.4533,9.45374,1000.09,999.487,0.0929199,0.257906,0.248111,0.506018,0.17941,0.177894,0,0,0.617528,0.498805,0.0724091,0.0711308,0.0171569,0.5,0,-3.9756E-06,1,1,0,0,0.617528,0.0638307,0.0625523,0.118369,0.120563
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,2","0.05335","0.9958","DAnswers",1,0,1,0.5,1,1,1,1,0.513841,0.481465,,,0.617528,,,,,0.0638307,0.0625523,0.238932,0.504591,10.4533,9.45374,1000.09,999.487,0.0929199,0.257906,0.248111,0.506018,0.17941,0.177894,0,0,0.617528,0.498805,0.0724091,0.0711308,0.0171569,0.5,0,-3.9756E-06,1,1,0,0,0.617528,0.0638307,0.0625523,0.118369,0.120563
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,2","0.05335","0.9958","Litigated",1,0,1,0.5,1,1,1,1,0.513841,0.481465,,,0.617528,,,,,0.0638307,0.0625523,0.238932,0.504591,10.4533,9.45374,1000.09,999.487,0.0929199,0.257906,0.248111,0.506018,0.17941,0.177894,0,0,0.617528,0.498805,0.0724091,0.0711308,0.0171569,0.5,0,-3.9756E-06,1,1,0,0,0.617528,0.0638307,0.0625523,0.118369,0.120563
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,2","0.05335","0.9958","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,2","0.05335","0.9958","Settles",0.6175,0,0.617528,0.502025,1,1,1,1,0.434789,0.56282,,,1,,,,,0,0,0,,10.4613,9.4637,1000.11,999.624,0.075,0.259972,0.263863,0.523836,0.143611,0.146061,0,0,1,0.498805,0,0,0,0.502508,0,-0.234298,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,2","0.05335","0.9958","Tried",0.2389,0,0.238932,0.507239,1,1,1,1,0.635692,0.362076,,,0,,,,,0,0,1,0.504591,10.4299,9.42006,1000.06,999.216,0.15,0.246857,0.215602,0.46246,0.225327,0.226707,0,0,0,,0,0,0,0.509027,0,0.564342,1,1,0,0,0,0,0,0.495409,0.504591
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,2","0.05335","0.9958","PWins",0.1206,0,0.120563,0.618036,1,1,1,1,0.641376,0.369847,,,0,,,,,0,0,1,1,10.9625,8.8875,1000.16,998.46,0.15,0.46599,0.0242441,0.490234,0.445682,0.000909154,0,0,0,,0,0,0,0.64651,0,0.568692,1,1,0,0,0,0,0,0,1
