"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Risk Neutral Noise 4,4","0.01072","0.9787","All",1,0,1,0.499999,1,1,1,1,0.528132,0.464019,,,0.814626,,,,,0.013016,0.0139412,0.157855,0.500091,10.4572,9.45593,10.4572,9.45593,0.0868391,0.272376,0.268271,0.540647,0.168312,0.167321,0,0,0.814626,0.500208,0.013297,0.0142222,0.000561917,0.499999,0,-5.093E-05,1,1,0,0,0.814626,0.013016,0.0139412,0.078913,0.0789417
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Risk Neutral Noise 4,4","0.01072","0.9787","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Risk Neutral Noise 4,4","0.01072","0.9787","DisputeArises",1,0,1,0.499999,1,1,1,1,0.528132,0.464019,,,0.814626,,,,,0.013016,0.0139412,0.157855,0.500091,10.4572,9.45593,10.4572,9.45593,0.0868391,0.272376,0.268271,0.540647,0.168312,0.167321,0,0,0.814626,0.500208,0.013297,0.0142222,0.000561917,0.499999,0,-5.093E-05,1,1,0,0,0.814626,0.013016,0.0139412,0.078913,0.0789417
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Risk Neutral Noise 4,4","0.01072","0.9787","PFiles",1,0,1,0.499999,1,1,1,1,0.528132,0.464019,,,0.814626,,,,,0.013016,0.0139412,0.157855,0.500091,10.4572,9.45593,10.4572,9.45593,0.0868391,0.272376,0.268271,0.540647,0.168312,0.167321,0,0,0.814626,0.500208,0.013297,0.0142222,0.000561917,0.499999,0,-5.093E-05,1,1,0,0,0.814626,0.013016,0.0139412,0.078913,0.0789417
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Risk Neutral Noise 4,4","0.01072","0.9787","DAnswers",1,0,1,0.499999,1,1,1,1,0.528132,0.464019,,,0.814626,,,,,0.013016,0.0139412,0.157855,0.500091,10.4572,9.45593,10.4572,9.45593,0.0868391,0.272376,0.268271,0.540647,0.168312,0.167321,0,0,0.814626,0.500208,0.013297,0.0142222,0.000561917,0.499999,0,-5.093E-05,1,1,0,0,0.814626,0.013016,0.0139412,0.078913,0.0789417
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Risk Neutral Noise 4,4","0.01072","0.9787","Litigated",1,0,1,0.499999,1,1,1,1,0.528132,0.464019,,,0.814626,,,,,0.013016,0.0139412,0.157855,0.500091,10.4572,9.45593,10.4572,9.45593,0.0868391,0.272376,0.268271,0.540647,0.168312,0.167321,0,0,0.814626,0.500208,0.013297,0.0142222,0.000561917,0.499999,0,-5.093E-05,1,1,0,0,0.814626,0.013016,0.0139412,0.078913,0.0789417
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Risk Neutral Noise 4,4","0.01072","0.9787","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Risk Neutral Noise 4,4","0.01072","0.9787","Settles",0.8146,0,0.814626,0.500084,1,1,1,1,0.496083,0.504333,,,1,,,,,0,0,0,,10.4627,9.46229,10.4627,9.46229,0.075,0.268821,0.268725,0.537547,0.145018,0.144842,0,0,1,0.500208,0,0,0,0.500104,0,-0.00290091,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Risk Neutral Noise 4,4","0.01072","0.9787","Tried",0.1579,0,0.157855,0.500484,1,1,1,1,0.670955,0.28021,,,0,,,,,0,0,1,0.500091,10.4251,9.42491,10.4251,9.42491,0.15,0.287145,0.267441,0.554586,0.268127,0.267196,0,0,0,,0,0,0,0.5006,0,-0.0126398,1,1,0,0,0,0,0,0.499909,0.500091
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Risk Neutral Noise 4,4","0.01072","0.9787","PWins",0.0789,0,0.0789417,0.533373,1,1,1,1,0.670955,0.28021,,,0,,,,,0,0,1,1,10.925,8.925,10.925,8.925,0.15,0.533691,0.0405982,0.574289,0.53312,0.00304486,0,0,0,,0,0,0,0.541309,0,-0.0126947,1,1,0,0,0,0,0,0,1
