"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","0.002746","0.9823","All",1,0,1,0.500004,1,1,1,1,0.594131,0.55761,,,0.796726,,,,,0.0129049,0.0163449,0.173509,0.707089,10.5705,9.34147,1000.11,999.293,0.0880132,0.2285,0.104741,0.333241,0.157781,0.0581485,0,0,0.796726,0.593107,0.0131629,0.0166029,0.000515968,0.500004,0,1.79226E-05,1,1,0,0,0.796726,0.0129049,0.0163449,0.0508226,0.122686
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","0.002746","0.9823","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","0.002746","0.9823","DisputeArises",1,0,1,0.500004,1,1,1,1,0.594131,0.55761,,,0.796726,,,,,0.0129049,0.0163449,0.173509,0.707089,10.5705,9.34147,1000.11,999.293,0.0880132,0.2285,0.104741,0.333241,0.157781,0.0581485,0,0,0.796726,0.593107,0.0131629,0.0166029,0.000515968,0.500004,0,1.79226E-05,1,1,0,0,0.796726,0.0129049,0.0163449,0.0508226,0.122686
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","0.002746","0.9823","PFiles",1,0,1,0.500004,1,1,1,1,0.594131,0.55761,,,0.796726,,,,,0.0129049,0.0163449,0.173509,0.707089,10.5705,9.34147,1000.11,999.293,0.0880132,0.2285,0.104741,0.333241,0.157781,0.0581485,0,0,0.796726,0.593107,0.0131629,0.0166029,0.000515968,0.500004,0,1.79226E-05,1,1,0,0,0.796726,0.0129049,0.0163449,0.0508226,0.122686
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","0.002746","0.9823","DAnswers",1,0,1,0.500004,1,1,1,1,0.594131,0.55761,,,0.796726,,,,,0.0129049,0.0163449,0.173509,0.707089,10.5705,9.34147,1000.11,999.293,0.0880132,0.2285,0.104741,0.333241,0.157781,0.0581485,0,0,0.796726,0.593107,0.0131629,0.0166029,0.000515968,0.500004,0,1.79226E-05,1,1,0,0,0.796726,0.0129049,0.0163449,0.0508226,0.122686
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","0.002746","0.9823","Litigated",1,0,1,0.500004,1,1,1,1,0.594131,0.55761,,,0.796726,,,,,0.0129049,0.0163449,0.173509,0.707089,10.5705,9.34147,1000.11,999.293,0.0880132,0.2285,0.104741,0.333241,0.157781,0.0581485,0,0,0.796726,0.593107,0.0131629,0.0166029,0.000515968,0.500004,0,1.79226E-05,1,1,0,0,0.796726,0.0129049,0.0163449,0.0508226,0.122686
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","0.002746","0.9823","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","0.002746","0.9823","Settles",0.7967,0,0.796726,0.471124,1,1,1,1,0.518185,0.668028,,,1,,,,,0,0,0,,10.5556,9.36939,1000.11,999.377,0.075,0.23013,0.0972897,0.32742,0.151959,0.0407583,0,0,1,0.593107,0,0,0,0.463038,0,-0.456359,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","0.002746","0.9823","Tried",0.1735,0,0.173509,0.630318,1,1,1,1,0.890552,0.1,,,0,,,,,0,0,1,0.707089,10.6476,9.20238,1000.1,998.907,0.15,0.231803,0.140821,0.372624,0.187212,0.134017,0,0,0,,0,0,0,0.669425,0,2.02168,1,1,0,0,0,0,0,0.292911,0.707089
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","0.002746","0.9823","PWins",0.1227,0,0.122686,0.719168,1,1,1,1,0.899139,0.1,,,0,,,,,0,0,1,1,10.9625,8.8875,1000.16,998.46,0.15,0.318001,0.0297937,0.347795,0.264395,0.00111726,0,0,0,,0,0,0,0.794499,0,2.28906,1,1,0,0,0,0,0,0,1
