"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,2","0.0003841","0.9918","All",1,0,1,0.500004,1,1,1,1,0.587116,0.409687,,,0.68628,,,,,0.0266287,0,0.287091,0.761524,10.5158,9.38768,1000.09,999.327,0.0965318,0.190568,0.117816,0.308384,0.125481,0.0735196,0,0,0.68628,0.503334,0.0266287,0,0,0.500004,0,1.79226E-05,1,1,0,0,0.68628,0.0266287,0,0.0684645,0.218627
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,2","0.0003841","0.9918","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,2","0.0003841","0.9918","DisputeArises",1,0,1,0.500004,1,1,1,1,0.587116,0.409687,,,0.68628,,,,,0.0266287,0,0.287091,0.761524,10.5158,9.38768,1000.09,999.327,0.0965318,0.190568,0.117816,0.308384,0.125481,0.0735196,0,0,0.68628,0.503334,0.0266287,0,0,0.500004,0,1.79226E-05,1,1,0,0,0.68628,0.0266287,0,0.0684645,0.218627
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,2","0.0003841","0.9918","PFiles",1,0,1,0.500004,1,1,1,1,0.587116,0.409687,,,0.68628,,,,,0.0266287,0,0.287091,0.761524,10.5158,9.38768,1000.09,999.327,0.0965318,0.190568,0.117816,0.308384,0.125481,0.0735196,0,0,0.68628,0.503334,0.0266287,0,0,0.500004,0,1.79226E-05,1,1,0,0,0.68628,0.0266287,0,0.0684645,0.218627
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,2","0.0003841","0.9918","DAnswers",1,0,1,0.500004,1,1,1,1,0.587116,0.409687,,,0.68628,,,,,0.0266287,0,0.287091,0.761524,10.5158,9.38768,1000.09,999.327,0.0965318,0.190568,0.117816,0.308384,0.125481,0.0735196,0,0,0.68628,0.503334,0.0266287,0,0,0.500004,0,1.79226E-05,1,1,0,0,0.68628,0.0266287,0,0.0684645,0.218627
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,2","0.0003841","0.9918","Litigated",1,0,1,0.500004,1,1,1,1,0.587116,0.409687,,,0.68628,,,,,0.0266287,0,0.287091,0.761524,10.5158,9.38768,1000.09,999.327,0.0965318,0.190568,0.117816,0.308384,0.125481,0.0735196,0,0,0.68628,0.503334,0.0266287,0,0,0.500004,0,1.79226E-05,1,1,0,0,0.68628,0.0266287,0,0.0684645,0.218627
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,2","0.0003841","0.9918","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,2","0.0003841","0.9918","Settles",0.6863,0,0.68628,0.443058,1,1,1,1,0.455414,0.551254,,,1,,,,,0,0,0,,10.4658,9.45917,1000.09,999.474,0.075,0.187945,0.104606,0.292551,0.111573,0.0545879,0,0,1,0.503334,0,0,0,0.425577,0,-0.666866,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,2","0.0003841","0.9918","Tried",0.2871,0,0.287091,0.664244,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.761524,10.6865,9.16348,1000.11,998.915,0.15,0.211431,0.149393,0.360824,0.17025,0.114254,0,0,0,,0,0,0,0.713763,0,1.63517,1,1,0,0,0,0,0,0.238476,0.761524
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,2","0.0003841","0.9918","PWins",0.2186,0,0.218627,0.734422,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,1,10.925,8.925,1000.16,998.585,0.15,0.263597,0.0608553,0.324452,0.222511,0.00456414,0,0,0,,0,0,0,0.811403,0,1.81911,1,1,0,0,0,0,0,0,1
