"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","0.005855","0.9969","All",1,0,1,0.500003,1,1,1,1,0.517779,0.481823,,,0.838631,,,,,0.00715232,0.00748843,0.146725,0.499005,10.4139,9.41412,1000.08,999.378,0.172009,0.169337,0.162147,0.331484,0.10076,0.099453,0,0,0.838631,0.499826,0.00715415,0.00749026,3.65271E-06,0.500004,0,-4.37299E-07,1,1,0,0,0.838631,0.00715232,0.00748843,0.0735082,0.0732163
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","0.005855","0.9969","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","0.005855","0.9969","DisputeArises",1,0,1,0.500003,1,1,1,1,0.517779,0.481823,,,0.838631,,,,,0.00715232,0.00748843,0.146725,0.499005,10.4139,9.41412,1000.08,999.378,0.172009,0.169337,0.162147,0.331484,0.10076,0.099453,0,0,0.838631,0.499826,0.00715415,0.00749026,3.65271E-06,0.500004,0,-4.37299E-07,1,1,0,0,0.838631,0.00715232,0.00748843,0.0735082,0.0732163
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","0.005855","0.9969","PFiles",1,0,1,0.500003,1,1,1,1,0.517779,0.481823,,,0.838631,,,,,0.00715232,0.00748843,0.146725,0.499005,10.4139,9.41412,1000.08,999.378,0.172009,0.169337,0.162147,0.331484,0.10076,0.099453,0,0,0.838631,0.499826,0.00715415,0.00749026,3.65271E-06,0.500004,0,-4.37299E-07,1,1,0,0,0.838631,0.00715232,0.00748843,0.0735082,0.0732163
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","0.005855","0.9969","DAnswers",1,0,1,0.500003,1,1,1,1,0.517779,0.481823,,,0.838631,,,,,0.00715232,0.00748843,0.146725,0.499005,10.4139,9.41412,1000.08,999.378,0.172009,0.169337,0.162147,0.331484,0.10076,0.099453,0,0,0.838631,0.499826,0.00715415,0.00749026,3.65271E-06,0.500004,0,-4.37299E-07,1,1,0,0,0.838631,0.00715232,0.00748843,0.0735082,0.0732163
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","0.005855","0.9969","Litigated",1,0,1,0.500003,1,1,1,1,0.517779,0.481823,,,0.838631,,,,,0.00715232,0.00748843,0.146725,0.499005,10.4139,9.41412,1000.08,999.378,0.172009,0.169337,0.162147,0.331484,0.10076,0.099453,0,0,0.838631,0.499826,0.00715415,0.00749026,3.65271E-06,0.500004,0,-4.37299E-07,1,1,0,0,0.838631,0.00715232,0.00748843,0.0735082,0.0732163
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","0.005855","0.9969","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","0.005855","0.9969","Settles",0.8386,0,0.838631,0.499973,1,1,1,1,0.476228,0.523424,,,1,,,,,0,0,0,,10.4248,9.42517,1000.08,999.423,0.15,0.144979,0.145131,0.290109,0.0722992,0.0720039,0,0,1,0.499826,0,0,0,0.499981,0,-0.128985,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","0.005855","0.9969","Tried",0.1467,0,0.146725,0.499582,1,1,1,1,0.735399,0.262152,,,0,,,,,0,0,1,0.499005,10.349,9.35099,1000.04,999.132,0.3,0.310203,0.26373,0.573933,0.263338,0.256717,0,0,0,,0,0,0,0.49931,0,0.717615,1,1,0,0,0,0,0,0.500995,0.499005
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","0.005855","0.9969","PWins",0.0732,0,0.0732163,0.57454,1,1,1,1,0.777104,0.3058,,,0,,,,,0,0,1,1,10.85,8.85,1000.15,998.326,0.3,0.527808,0.0933289,0.621136,0.51365,0.0139993,0,0,0,,0,0,0,0.622192,0,0.717066,1,1,0,0,0,0,0,0,1
