"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","All",1,0,1,0.499995,1,1,1,1,0.519352,0.483998,,,0.655909,,,,,0.0290986,0.0211644,0.293759,0.499434,10.3753,9.37771,1000.07,999.331,0.247032,0.219922,0.201082,0.421005,0.131499,0.129691,0,0,0.655909,0.504433,0.0291334,0.0211991,6.95314E-05,0.499994,0,7.5023E-06,1,1,0,0,0.655909,0.0290986,0.0211644,0.147046,0.146713
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","DisputeArises",1,0,1,0.499995,1,1,1,1,0.519352,0.483998,,,0.655909,,,,,0.0290986,0.0211644,0.293759,0.499434,10.3753,9.37771,1000.07,999.331,0.247032,0.219922,0.201082,0.421005,0.131499,0.129691,0,0,0.655909,0.504433,0.0291334,0.0211991,6.95314E-05,0.499994,0,7.5023E-06,1,1,0,0,0.655909,0.0290986,0.0211644,0.147046,0.146713
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","PFiles",1,0,1,0.499995,1,1,1,1,0.519352,0.483998,,,0.655909,,,,,0.0290986,0.0211644,0.293759,0.499434,10.3753,9.37771,1000.07,999.331,0.247032,0.219922,0.201082,0.421005,0.131499,0.129691,0,0,0.655909,0.504433,0.0291334,0.0211991,6.95314E-05,0.499994,0,7.5023E-06,1,1,0,0,0.655909,0.0290986,0.0211644,0.147046,0.146713
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","DAnswers",1,0,1,0.499995,1,1,1,1,0.519352,0.483998,,,0.655909,,,,,0.0290986,0.0211644,0.293759,0.499434,10.3753,9.37771,1000.07,999.331,0.247032,0.219922,0.201082,0.421005,0.131499,0.129691,0,0,0.655909,0.504433,0.0291334,0.0211991,6.95314E-05,0.499994,0,7.5023E-06,1,1,0,0,0.655909,0.0290986,0.0211644,0.147046,0.146713
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","Litigated",1,0,1,0.499995,1,1,1,1,0.519352,0.483998,,,0.655909,,,,,0.0290986,0.0211644,0.293759,0.499434,10.3753,9.37771,1000.07,999.331,0.247032,0.219922,0.201082,0.421005,0.131499,0.129691,0,0,0.655909,0.504433,0.0291334,0.0211991,6.95314E-05,0.499994,0,7.5023E-06,1,1,0,0,0.655909,0.0290986,0.0211644,0.147046,0.146713
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","Settles",0.6559,0,0.655909,0.504299,1,1,1,1,0.435407,0.57346,,,1,,,,,0,0,0,,10.3919,9.38307,1000.08,999.421,0.225,0.207514,0.207046,0.41456,0.111587,0.111737,0,0,1,0.504433,0,0,0,0.505206,0,-0.500439,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","Tried",0.2938,0,0.293759,0.499461,1,1,1,1,0.673022,0.323341,,,0,,,,,0,0,1,0.499434,10.3494,9.35057,1000.04,999.131,0.3,0.259347,0.203575,0.462922,0.186844,0.178493,0,0,0,,0,0,0,0.499446,0,1.18684,1,1,0,0,0,0,0,0.500566,0.499434
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","PWins",0.1467,0,0.146713,0.685514,1,1,1,1,0.795216,0.443718,,,0,,,,,0,0,1,1,10.85,8.85,1000.15,998.326,0.3,0.407583,0.111363,0.518945,0.357358,0.0167044,0,0,0,,0,0,0,0.742417,0,1.1868,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","DWins",0.147,0,0.147046,0.313828,1,1,1,1,0.551104,0.203235,,,0,,,,,0,0,1,0,9.85,9.85,999.935,999.935,0.3,0.111446,0.295578,0.407024,0.016717,0.339915,0,0,0,,0,0,0,0.257024,0,1.18688,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","Abandoned",0.0503,0,0.0503325,0.447028,1,1,1,1,0.716409,0.255833,,,0,,,,,0.578128,0.420491,0,,10.3087,9.46632,1000.04,999.324,0.225,0.151528,0.108821,0.260349,0.0679564,0.0788282,0,0,0,,0.578818,0.421182,0.00138144,0.435273,0,-0.405201,1,1,0,0,0,0.578128,0.420491,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","Rounds1",0.9999,0,0.99993,0.499996,1,1,1,1,0.51934,0.484011,,,0.655955,,,,,0.0291006,0.0211658,0.293779,0.499434,10.3753,9.37771,1000.07,999.331,0.247033,0.219913,0.201076,0.420989,0.131485,0.129679,0,0,0.655955,0.504433,0.0291006,0.0211658,0,0.499995,0,0.000213108,1,1,0,0,0.655955,0.0291006,0.0211658,0.147056,0.146723
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0.008471","0.9947","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
