"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","All",1,0,1,0.499995,1,1,1,1,0.528783,0.470927,,,0.698139,,,,,0.061686,0.0345847,0.205064,0.505388,10.4345,9.44536,1000.08,999.416,0.12019,0.166418,0.162146,0.328563,0.103604,0.107772,0,0,0.698139,0.509898,0.0619493,0.034848,0.00052654,0.499994,0,7.5023E-06,1,1,0,0,0.698139,0.061686,0.0345847,0.101427,0.103637
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","DisputeArises",1,0,1,0.499995,1,1,1,1,0.528783,0.470927,,,0.698139,,,,,0.061686,0.0345847,0.205064,0.505388,10.4345,9.44536,1000.08,999.416,0.12019,0.166418,0.162146,0.328563,0.103604,0.107772,0,0,0.698139,0.509898,0.0619493,0.034848,0.00052654,0.499994,0,7.5023E-06,1,1,0,0,0.698139,0.061686,0.0345847,0.101427,0.103637
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","PFiles",1,0,1,0.499995,1,1,1,1,0.528783,0.470927,,,0.698139,,,,,0.061686,0.0345847,0.205064,0.505388,10.4345,9.44536,1000.08,999.416,0.12019,0.166418,0.162146,0.328563,0.103604,0.107772,0,0,0.698139,0.509898,0.0619493,0.034848,0.00052654,0.499994,0,7.5023E-06,1,1,0,0,0.698139,0.061686,0.0345847,0.101427,0.103637
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","DAnswers",1,0,1,0.499995,1,1,1,1,0.528783,0.470927,,,0.698139,,,,,0.061686,0.0345847,0.205064,0.505388,10.4345,9.44536,1000.08,999.416,0.12019,0.166418,0.162146,0.328563,0.103604,0.107772,0,0,0.698139,0.509898,0.0619493,0.034848,0.00052654,0.499994,0,7.5023E-06,1,1,0,0,0.698139,0.061686,0.0345847,0.101427,0.103637
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","Litigated",1,0,1,0.499995,1,1,1,1,0.528783,0.470927,,,0.698139,,,,,0.061686,0.0345847,0.205064,0.505388,10.4345,9.44536,1000.08,999.416,0.12019,0.166418,0.162146,0.328563,0.103604,0.107772,0,0,0.698139,0.509898,0.0619493,0.034848,0.00052654,0.499994,0,7.5023E-06,1,1,0,0,0.698139,0.061686,0.0345847,0.101427,0.103637
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","Settles",0.6981,0,0.698139,0.510652,1,1,1,1,0.450555,0.569241,,,1,,,,,0,0,0,,10.4536,9.43385,1000.09,999.464,0.1125,0.158002,0.16269,0.320692,0.0821165,0.0843765,0,0,1,0.509898,0,0,0,0.51311,0,-0.421552,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","Tried",0.2051,0,0.205064,0.503749,1,1,1,1,0.737842,0.23998,,,0,,,,,0,0,1,0.505388,10.4308,9.41921,1000.06,999.215,0.15,0.224441,0.185379,0.40982,0.196557,0.192103,0,0,0,,0,0,0,0.505362,0,1.40515,1,1,0,0,0,0,0,0.494612,0.505388
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","PWins",0.1036,0,0.103637,0.639695,1,1,1,1,0.796441,0.283115,,,0,,,,,0,0,1,1,10.9625,8.8875,1000.16,998.46,0.15,0.418884,0.0260106,0.444894,0.387976,0.000975398,0,0,0,,0,0,0,0.693616,0,1.40082,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","DWins",0.1014,0,0.101427,0.364841,1,1,1,1,0.677966,0.195905,,,0,,,,,0,0,1,0,9.8875,9.9625,999.953,999.985,0.15,0.0257622,0.34822,0.373982,0.000966084,0.387395,0,0,0,,0,0,0,0.313007,0,1.40957,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","Abandoned",0.0968,0,0.0967973,0.415183,1,1,1,1,0.650111,0.251103,,,0,,,,,0.63727,0.35729,0,,10.3038,9.58374,1000.04,999.498,0.1125,0.104193,0.109001,0.213193,0.0616596,0.097853,0,0,0,,0.63999,0.36001,0.00543962,0.39402,0,0.0636906,1,1,0,0,0,0.63727,0.35729,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","Rounds1",0.9995,0,0.999473,0.500001,1,1,1,1,0.528725,0.471014,,,0.698507,,,,,0.0617185,0.0346029,0.205172,0.505388,10.4344,9.44536,1000.08,999.416,0.120194,0.166347,0.162089,0.328436,0.103506,0.107686,0,0,0.698507,0.509898,0.0617185,0.0346029,0,0.500003,0,0.00119293,1,1,0,0,0.698507,0.0617185,0.0346029,0.10148,0.103691
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.75","0.008352","0.9963","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
