Filter,Assessment,Data Type
P Doesn't File,False Negatives,Values,1,0.75,0.5,0.25,0,0
P Doesn't File,False Negatives,Probabilities,1.4269057659416197E-05,0.0015545708233361294,0.024586852665715416,0.09964727367806415,0,0.1166337070899021
D Doesn't Answer,False Negatives,Values,0.30000000000000004,0.050000000000000044,0,0
D Doesn't Answer,False Negatives,Probabilities,0.12413187238720799,0.0824400016538237,0,0.01279061572261331
Settles,False Negatives,Values,1.2,1.1,1,0.95,0.9,0.8999999999999999,0.85,0.8,0.75,0.7,0.65,0.6499999999999999,0.6000000000000001,0.6,0.55,0.5,0.45,0.44999999999999996,0.4,0.39999999999999997,0.3999999999999999,0.35000000000000003,0.35,0.3,0.25,0.2,0.19999999999999998,0.15000000000000002,0.14999999999999997,0.1499999999999999,0.10000000000000003,0.09999999999999998,0.04999999999999999,0,0
Settles,False Negatives,Probabilities,1.3586996165295E-06,1.5175633370902484E-06,0.00018485259282158937,0.0001531842487547579,3.0987531355005412E-06,0.0001974725195992243,0.0002757304183764835,0.002251238467179786,0.0027034810108264454,0.0052188190325446375,0.0003353008224534743,0.0036753098343559566,0.010511709682348973,0.002883574819296158,0.024408410678132902,0.020526888806220077,0.017264008256368243,0.006382501458412423,0.000939176411421287,0.021090386923165193,0.005754906592933966,0.012470065048916006,0.004625929501633934,0.040872896404686075,0.017993955756174032,0.007775861362751697,0.007444188390191969,0.0001541770531243612,0.003875033211843339,0.0018101134560836115,0.004103688782409837,0.004617531252309369,0.0028604336175593443,0,0.015484181159115441
P Abandons,False Negatives,Values,1.3,1.05,0.8,0.55,0.3,0
P Abandons,False Negatives,Probabilities,2.0221310151025324E-05,0.0030876846172659747,0.03292371755743256,0.030322263041644624,0.018405941724209847,0
D Defaults,False Negatives,Values,0.30000000000000004,0.050000000000000044,0,0
D Defaults,False Negatives,Probabilities,0.019709712485877814,0.022197846608110854,0,0.010771320332936115
P Loses,False Negatives,Values,
P Loses,False Negatives,Probabilities,
P Wins,False Negatives,Values,1.9,1.65,1.4,1.35,1.15,1.1,0.8999999999999999,0.85,0.6499999999999999,0.6,0.3999999999999999,0.35,0.09999999999999998,0,0
P Wins,False Negatives,Probabilities,6.069785748012277E-08,2.436144020330795E-05,0.001467966835554466,3.635677936090398E-06,0.01387090655216337,0.0005135077139109682,0.03321908907235558,0.014633655272333849,0.002647767302249545,0.05419604524191212,2.961441715424662E-07,0.02881636368720264,0.0024798606253857262,0,3.7630392713093494E-05
P Doesn't File,False Positives,Values,0,0
P Doesn't File,False Positives,Probabilities,0,0.2424366733146772
D Doesn't Answer,False Positives,Values,1,1,0.75,0.5,0.25,0
D Doesn't Answer,False Positives,Probabilities,0,1.2993089825332614E-08,6.185068691369761E-05,0.012728752042609785,0.0824400016538237,0.12413187238720799
Settles,False Positives,Values,1.2,1.2,1.1,1.1,1,1,0.95,0.8999999999999999,0.8999999999999999,0.8500000000000001,0.8,0.8,0.75,0.7,0.7,0.6499999999999999,0.6000000000000001,0.6,0.6,0.55,0.5,0.5,0.44999999999999996,0.4,0.4,0.3999999999999999,0.3500000000000001,0.35,0.30000000000000004,0.25,0.19999999999999996,0.15000000000000002,0.1499999999999999,0.10000000000000009,0.09999999999999998,0.050000000000000044,0
Settles,False Positives,Probabilities,0,4.905830791652304E-07,0,4.874929351234443E-07,0,1.962158993877618E-06,5.105247580926528E-05,0,2.9301842144957066E-06,5.5453213507702396E-05,0,1.7032148018510032E-05,0.00026239431484282824,0,0.0004361219504490988,0.00044769451299187625,0.0006389799980048805,0,0.013569582126268605,0.0028604336175593443,0,0.0087212200347192,0.00583932372105131,0,0.007444188390191969,0.007775861362751697,0.002373153868355501,0.015620801887818532,0.040872896404686075,0.017095994550549946,0.027784469927520445,0.006382501458412423,0.017264008256368243,0.003868032972664341,0.01665885583355574,0.024408410678132902,0.028396648464646602
P Abandons,False Positives,Values,0.3,0.3,0.04999999999999999,0
P Abandons,False Positives,Probabilities,0,0.018405941724209847,0.030322263041644624,0.03603162348484954
D Defaults,False Positives,Values,1.3,1.3,1.05,0.8,0.55,0.30000000000000004
D Defaults,False Positives,Probabilities,0,1.0512239864659063E-05,0.0011376064299076368,0.00962320166316382,0.022197846608110854,0.019709712485877814
P Loses,False Positives,Values,
P Loses,False Positives,Probabilities,
P Wins,False Positives,Values,1.6,1.6,1.35,1.35,1.1,1.1,0.8500000000000001,0.85,0.85,0.8,0.8,0.6000000000000001,0.6,0.55,0.55,0.3500000000000001,0.35,0.30000000000000004,0.3,0.3,0.10000000000000009,0.09999999999999998,0.050000000000000044,0.04999999999999999,0
P Wins,False Positives,Probabilities,0,8.042485191137887E-08,0,3.754996786118208E-05,0,0.0024798606253857262,0.01916868634022873,0,0.00964767734697392,0,2.961441715424662E-07,0.041069901798076805,0.013126143443835362,0,0.002647767302249545,0.012894738759247466,0.0017389165130863892,0.007221380051614177,0,0.02599770902074138,0.0003863674446359784,0.00012714026927498974,0.005761032752676529,0.00810987379948684,0.0014960246515513444
P Doesn't File,Total Expenditures,Values,0,0
P Doesn't File,Total Expenditures,Probabilities,0,0.2424366733146772
D Doesn't Answer,Total Expenditures,Values,0.30000000000000004,0.30000000000000004
D Doesn't Answer,Total Expenditures,Probabilities,0,0.21936248976364497
Settles,Total Expenditures,Values,0.6000000000000001,0.6000000000000001,0.6,0.6,0.5999999999999999,0.5999999999999999
Settles,Total Expenditures,Probabilities,0,0.1046959388485555,0,0.07806040682080466,0,0.06609463691873951
P Abandons,Total Expenditures,Values,0.6,0.6
P Abandons,Total Expenditures,Probabilities,0,0.0847598282507042
D Defaults,Total Expenditures,Values,0.6000000000000001,0.6000000000000001
D Defaults,Total Expenditures,Probabilities,0,0.052678879426924716
P Loses,Total Expenditures,Values,
P Loses,Total Expenditures,Probabilities,
P Wins,Total Expenditures,Values,1.2000000000000002,1.2000000000000002,1.2,1.2
P Wins,Total Expenditures,Probabilities,0,0.07603718536028778,0,0.07587396129566193
